,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,promedio final,aprobado/reprobado,desempeño,habitos,parental_lv_edu_ord,lunch_ord,test_preparation_ord,condiciones
239,male,group C,associate's degree,standard,none,84,80,80,81.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
240,male,group D,high school,free/reduced,completed,73,68,66,69.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
241,female,group E,bachelor's degree,standard,none,80,83,83,82.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
242,female,group D,high school,standard,none,56,52,55,54.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
243,male,group E,some college,standard,none,59,51,43,51.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
244,male,group D,some high school,standard,none,75,74,69,72.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
245,male,group C,associate's degree,standard,none,85,76,71,77.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
246,male,group E,associate's degree,standard,none,89,76,74,79.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
247,female,group B,high school,standard,completed,58,70,68,65.33333333333333,Reprobado,Bajo,Buenos,0,1,1,Regulares
248,female,group B,high school,standard,none,65,64,62,63.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
249,male,group C,high school,standard,none,68,60,53,60.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
250,male,group A,some high school,standard,completed,47,49,49,48.333333333333336,Reprobado,Bajo,Buenos,0,1,1,Regulares
251,female,group D,some college,free/reduced,none,71,83,83,79.0,Aprobado,Bajo,Malos,1,0,0,Regulares
252,female,group B,some high school,standard,completed,60,70,70,66.66666666666667,Reprobado,Bajo,Buenos,0,1,1,Regulares
253,male,group D,master's degree,standard,none,80,80,72,77.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
254,male,group D,high school,standard,none,54,52,52,52.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
255,female,group E,some college,standard,none,62,73,70,68.33333333333333,Reprobado,Bajo,Regulares,1,1,0,Regulares
256,female,group C,associate's degree,free/reduced,none,64,73,68,68.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
257,male,group C,associate's degree,standard,completed,78,77,77,77.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
258,female,group B,some college,standard,none,70,75,78,74.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
259,female,group C,master's degree,free/reduced,completed,65,81,81,75.66666666666667,Aprobado,Bajo,Regulares,2,0,1,Regulares
260,female,group C,some high school,free/reduced,completed,64,79,77,73.33333333333333,Aprobado,Bajo,Regulares,0,0,1,Regulares
261,male,group C,some college,standard,completed,79,79,78,78.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
262,female,group C,some high school,free/reduced,none,44,50,51,48.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
263,female,group E,high school,standard,none,99,93,90,94.0,Aprobado,Alto,Regulares,0,1,0,Regulares
264,male,group D,high school,standard,none,76,73,68,72.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
265,male,group D,some high school,free/reduced,none,59,42,41,47.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
266,female,group C,bachelor's degree,standard,none,63,75,81,73.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
267,female,group D,high school,standard,none,69,72,77,72.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
268,female,group D,associate's degree,standard,completed,88,92,95,91.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
269,female,group E,some college,free/reduced,none,71,76,70,72.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
270,male,group C,bachelor's degree,standard,none,69,63,61,64.33333333333333,Reprobado,Bajo,Regulares,2,1,0,Regulares
271,male,group C,some college,standard,none,58,49,42,49.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
272,female,group D,associate's degree,free/reduced,none,47,53,58,52.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
273,female,group D,some college,standard,none,65,70,71,68.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
274,male,group B,some college,standard,completed,88,85,76,83.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
275,male,group C,bachelor's degree,standard,none,83,78,73,78.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
276,female,group C,some high school,standard,completed,85,92,93,90.0,Aprobado,Alto,Buenos,0,1,1,Regulares
277,female,group E,high school,standard,completed,59,63,75,65.66666666666667,Reprobado,Bajo,Buenos,0,1,1,Regulares
278,female,group C,some high school,free/reduced,none,65,86,80,77.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
279,male,group B,bachelor's degree,free/reduced,none,73,56,57,62.0,Reprobado,Bajo,Malos,2,0,0,Regulares
280,male,group D,high school,standard,none,53,52,42,49.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
281,male,group D,high school,standard,none,45,48,46,46.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
282,female,group D,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,Aprobado,Bajo,Malos,2,0,0,Regulares
283,female,group D,some college,free/reduced,completed,70,78,78,75.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
284,female,group B,some high school,standard,none,37,46,46,43.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
285,male,group B,associate's degree,standard,completed,81,82,82,81.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
286,male,group E,associate's degree,standard,completed,97,82,88,89.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
287,female,group B,some high school,standard,none,67,89,82,79.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
288,male,group B,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,Aprobado,Bajo,Malos,2,0,0,Regulares
289,male,group E,some high school,standard,completed,77,76,77,76.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
290,male,group C,associate's degree,standard,none,76,70,68,71.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
291,male,group D,some high school,standard,none,86,73,70,76.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
292,male,group C,some high school,standard,completed,63,60,57,60.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
293,female,group E,bachelor's degree,standard,none,65,73,75,71.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
294,male,group D,high school,free/reduced,completed,78,77,80,78.33333333333333,Aprobado,Bajo,Regulares,0,0,1,Regulares
295,male,group B,associate's degree,free/reduced,none,67,62,60,63.0,Reprobado,Bajo,Malos,1,0,0,Regulares
296,male,group A,some high school,standard,completed,46,41,43,43.333333333333336,Reprobado,Bajo,Buenos,0,1,1,Regulares
297,male,group E,associate's degree,standard,completed,71,74,68,71.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
298,male,group C,high school,free/reduced,completed,40,46,50,45.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
299,male,group D,associate's degree,free/reduced,none,90,87,75,84.0,Aprobado,Bajo,Malos,1,0,0,Regulares
300,male,group A,some college,free/reduced,completed,81,78,81,80.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
301,male,group D,some high school,free/reduced,none,56,54,52,54.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
302,female,group C,associate's degree,standard,completed,67,84,81,77.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
303,male,group B,associate's degree,standard,none,80,76,64,73.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
304,female,group C,associate's degree,standard,completed,74,75,83,77.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
305,male,group A,some college,standard,none,69,67,69,68.33333333333333,Reprobado,Bajo,Regulares,1,1,0,Regulares
306,male,group E,some college,standard,completed,99,87,81,89.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
307,male,group C,some high school,standard,none,51,52,44,49.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
308,female,group B,associate's degree,free/reduced,none,53,71,67,63.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
309,female,group D,high school,free/reduced,none,49,57,52,52.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
310,female,group B,associate's degree,standard,none,73,76,80,76.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
311,male,group B,bachelor's degree,standard,none,66,60,57,61.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
312,male,group D,bachelor's degree,standard,completed,67,61,68,65.33333333333333,Reprobado,Bajo,Buenos,2,1,1,Optimas
313,female,group C,associate's degree,free/reduced,completed,68,67,69,68.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
314,female,group C,bachelor's degree,standard,completed,59,64,75,66.0,Reprobado,Bajo,Buenos,2,1,1,Optimas
315,male,group C,high school,standard,none,71,66,65,67.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
316,female,group D,master's degree,standard,completed,77,82,91,83.33333333333333,Aprobado,Bajo,Buenos,2,1,1,Optimas
317,male,group C,associate's degree,standard,none,83,72,78,77.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
318,male,group B,bachelor's degree,standard,none,63,71,69,67.66666666666667,Reprobado,Bajo,Regulares,2,1,0,Regulares
319,female,group D,associate's degree,free/reduced,none,56,65,63,61.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
320,female,group C,high school,free/reduced,completed,67,79,84,76.66666666666667,Aprobado,Bajo,Regulares,0,0,1,Regulares
321,female,group E,high school,standard,none,75,86,79,80.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
322,female,group C,some college,standard,none,71,81,80,77.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
323,female,group C,some high school,free/reduced,none,43,53,53,49.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
324,female,group C,high school,free/reduced,none,41,46,43,43.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
325,female,group C,some college,standard,none,82,90,94,88.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
326,male,group C,some college,standard,none,61,61,62,61.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
327,male,group A,some college,free/reduced,none,28,23,19,23.333333333333332,Reprobado,Bajo,Malos,1,0,0,Regulares
328,male,group C,associate's degree,standard,completed,82,75,77,78.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
329,female,group B,some high school,standard,none,41,55,51,49.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
330,male,group C,high school,standard,none,71,60,61,64.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
331,male,group C,associate's degree,standard,none,47,37,35,39.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
332,male,group E,associate's degree,standard,completed,62,56,53,57.0,Reprobado,Bajo,Buenos,1,1,1,Regulares
333,male,group B,associate's degree,standard,none,90,78,81,83.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
334,female,group C,bachelor's degree,standard,none,83,93,95,90.33333333333333,Aprobado,Alto,Regulares,2,1,0,Regulares
335,female,group B,some college,free/reduced,none,61,68,66,65.0,Reprobado,Bajo,Malos,1,0,0,Regulares
336,male,group D,some high school,standard,completed,76,70,69,71.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
337,male,group C,associate's degree,standard,none,49,51,43,47.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
338,female,group B,some high school,free/reduced,none,24,38,27,29.666666666666668,Reprobado,Bajo,Malos,0,0,0,Limitantes
339,female,group D,some high school,free/reduced,completed,35,55,60,50.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
340,male,group C,high school,free/reduced,none,58,61,52,57.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
341,female,group C,high school,standard,none,61,73,63,65.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
342,female,group B,high school,standard,completed,69,76,74,73.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
343,male,group D,associate's degree,standard,completed,67,72,67,68.66666666666667,Reprobado,Bajo,Buenos,1,1,1,Regulares
344,male,group D,some college,standard,none,79,73,67,73.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
345,female,group C,high school,standard,none,72,80,75,75.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
346,male,group B,some college,standard,none,62,61,57,60.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
347,female,group C,bachelor's degree,standard,completed,77,94,95,88.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
348,male,group D,high school,free/reduced,none,75,74,66,71.66666666666667,Aprobado,Bajo,Malos,0,0,0,Limitantes
349,male,group E,associate's degree,standard,none,87,74,76,79.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
350,female,group B,bachelor's degree,standard,none,52,65,69,62.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
351,male,group E,some college,standard,none,66,57,52,58.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
352,female,group C,some college,standard,completed,63,78,80,73.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
353,female,group C,associate's degree,standard,none,46,58,57,53.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
354,female,group C,some college,standard,none,59,71,70,66.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
355,female,group B,bachelor's degree,standard,none,61,72,70,67.66666666666667,Reprobado,Bajo,Regulares,2,1,0,Regulares
356,male,group A,associate's degree,standard,none,63,61,61,61.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
357,female,group C,some college,free/reduced,completed,42,66,69,59.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
358,male,group D,some college,free/reduced,none,59,62,61,60.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
359,female,group D,some college,standard,none,80,90,89,86.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
360,female,group B,high school,standard,none,58,62,59,59.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
361,male,group B,some high school,standard,completed,85,84,78,82.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
362,female,group C,some college,standard,none,52,58,58,56.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
363,female,group D,some high school,free/reduced,none,27,34,32,31.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
364,male,group C,some college,standard,none,59,60,58,59.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
365,male,group A,bachelor's degree,free/reduced,completed,49,58,60,55.666666666666664,Reprobado,Bajo,Regulares,2,0,1,Regulares
366,male,group C,high school,standard,completed,69,58,53,60.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
367,male,group C,bachelor's degree,free/reduced,none,61,66,61,62.666666666666664,Reprobado,Bajo,Malos,2,0,0,Regulares
368,female,group A,some high school,free/reduced,none,44,64,58,55.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
369,female,group D,some high school,standard,none,73,84,85,80.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
370,male,group E,some college,standard,none,84,77,71,77.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
371,female,group C,some college,free/reduced,completed,45,73,70,62.666666666666664,Reprobado,Bajo,Regulares,1,0,1,Regulares
372,male,group D,some high school,standard,none,74,74,72,73.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
373,female,group D,some college,standard,completed,82,97,96,91.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
374,female,group D,bachelor's degree,standard,none,59,70,73,67.33333333333333,Reprobado,Bajo,Regulares,2,1,0,Regulares
375,male,group E,associate's degree,free/reduced,none,46,43,41,43.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
376,female,group D,some high school,standard,none,80,90,82,84.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
377,female,group D,master's degree,free/reduced,completed,85,95,100,93.33333333333333,Aprobado,Alto,Regulares,2,0,1,Regulares
378,female,group A,some high school,standard,none,71,83,77,77.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
379,male,group A,bachelor's degree,standard,none,66,64,62,64.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
380,female,group B,associate's degree,standard,none,80,86,83,83.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
381,male,group C,associate's degree,standard,completed,87,100,95,94.0,Aprobado,Alto,Buenos,1,1,1,Regulares
382,male,group C,master's degree,free/reduced,none,79,81,71,77.0,Aprobado,Bajo,Malos,2,0,0,Regulares
383,female,group E,some high school,free/reduced,none,38,49,45,44.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
384,female,group A,some high school,free/reduced,none,38,43,43,41.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
385,female,group E,some college,standard,none,67,76,75,72.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
386,female,group E,bachelor's degree,standard,none,64,73,70,69.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
387,female,group C,associate's degree,free/reduced,none,57,78,67,67.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
388,female,group D,high school,standard,none,62,64,64,63.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
389,male,group D,master's degree,standard,none,73,70,75,72.66666666666667,Aprobado,Bajo,Regulares,2,1,0,Regulares
390,male,group E,some high school,free/reduced,completed,73,67,59,66.33333333333333,Reprobado,Bajo,Regulares,0,0,1,Regulares
391,female,group D,some college,standard,none,77,68,77,74.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
392,male,group E,some college,standard,none,76,67,67,70.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
393,male,group C,associate's degree,standard,completed,57,54,56,55.666666666666664,Reprobado,Bajo,Buenos,1,1,1,Regulares
394,female,group C,some high school,standard,completed,65,74,77,72.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
395,male,group A,high school,free/reduced,none,48,45,41,44.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
396,female,group B,high school,free/reduced,none,50,67,63,60.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
397,female,group C,associate's degree,standard,none,85,89,95,89.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
398,male,group B,some high school,standard,none,74,63,57,64.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
399,male,group D,some high school,standard,none,60,59,54,57.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
400,female,group C,some high school,standard,completed,59,54,67,60.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
401,male,group A,some college,standard,none,53,43,43,46.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
402,female,group A,some college,free/reduced,none,49,65,55,56.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
403,female,group D,high school,standard,completed,88,99,100,95.66666666666667,Aprobado,Alto,Buenos,0,1,1,Regulares
404,female,group C,high school,standard,none,54,59,62,58.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
405,female,group C,some high school,standard,none,63,73,68,68.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
406,male,group B,associate's degree,standard,completed,65,65,63,64.33333333333333,Reprobado,Bajo,Buenos,1,1,1,Regulares
407,female,group B,associate's degree,standard,none,82,80,77,79.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
408,female,group D,high school,free/reduced,completed,52,57,56,55.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
409,male,group D,associate's degree,standard,completed,87,84,85,85.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
410,female,group D,master's degree,standard,completed,70,71,74,71.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
411,male,group E,some college,standard,completed,84,83,78,81.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
412,male,group D,associate's degree,standard,none,71,66,60,65.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
413,male,group B,some high school,standard,completed,63,67,67,65.66666666666667,Reprobado,Bajo,Buenos,0,1,1,Regulares
414,female,group C,bachelor's degree,free/reduced,completed,51,72,79,67.33333333333333,Reprobado,Bajo,Regulares,2,0,1,Regulares
415,male,group E,high school,standard,none,84,73,69,75.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
416,male,group C,bachelor's degree,standard,completed,71,74,68,71.0,Aprobado,Bajo,Buenos,2,1,1,Optimas
417,male,group C,associate's degree,standard,none,74,73,67,71.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
418,male,group D,some college,standard,none,68,59,62,63.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
419,male,group E,high school,free/reduced,completed,57,56,54,55.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
420,female,group C,associate's degree,free/reduced,completed,82,93,93,89.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
421,female,group D,high school,standard,completed,57,58,64,59.666666666666664,Reprobado,Bajo,Buenos,0,1,1,Regulares
422,female,group D,master's degree,free/reduced,completed,47,58,67,57.333333333333336,Reprobado,Bajo,Regulares,2,0,1,Regulares
423,female,group A,some high school,standard,completed,59,85,80,74.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
424,male,group B,some college,free/reduced,none,41,39,34,38.0,Reprobado,Bajo,Malos,1,0,0,Regulares
425,female,group C,some college,free/reduced,none,62,67,62,63.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
426,male,group C,bachelor's degree,standard,none,86,83,86,85.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
427,male,group C,some high school,free/reduced,none,69,71,65,68.33333333333333,Reprobado,Bajo,Malos,0,0,0,Limitantes
428,male,group A,some high school,free/reduced,none,65,59,53,59.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
429,male,group C,some high school,free/reduced,none,68,63,54,61.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
430,male,group C,associate's degree,free/reduced,none,64,66,59,63.0,Reprobado,Bajo,Malos,1,0,0,Regulares
431,female,group C,high school,standard,none,61,72,70,67.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
432,male,group C,high school,standard,none,61,56,55,57.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
433,female,group A,some high school,free/reduced,none,47,59,50,52.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
434,male,group C,some high school,standard,none,73,66,66,68.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
435,male,group C,some college,free/reduced,completed,50,48,53,50.333333333333336,Reprobado,Bajo,Regulares,1,0,1,Regulares
436,male,group D,associate's degree,standard,none,75,68,64,69.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
437,male,group D,associate's degree,free/reduced,none,75,66,73,71.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
438,male,group C,high school,standard,none,70,56,51,59.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
439,male,group D,some high school,standard,completed,89,88,82,86.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
440,female,group C,some college,standard,completed,67,81,79,75.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
441,female,group D,high school,standard,none,78,81,80,79.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
442,female,group A,some high school,free/reduced,none,59,73,69,67.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
443,female,group B,associate's degree,standard,none,73,83,76,77.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
444,male,group A,some high school,free/reduced,none,79,82,73,78.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
445,female,group C,some high school,standard,completed,67,74,77,72.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
446,male,group D,some college,free/reduced,none,69,66,60,65.0,Reprobado,Bajo,Malos,1,0,0,Regulares
447,male,group C,high school,standard,completed,86,81,80,82.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
448,male,group B,high school,standard,none,47,46,42,45.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
449,male,group B,associate's degree,standard,none,81,73,72,75.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
450,female,group C,some college,free/reduced,completed,64,85,85,78.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
451,female,group E,some college,standard,none,100,92,97,96.33333333333333,Aprobado,Alto,Regulares,1,1,0,Regulares
452,female,group C,associate's degree,free/reduced,none,65,77,74,72.0,Aprobado,Bajo,Malos,1,0,0,Regulares
453,male,group C,some college,free/reduced,none,65,58,49,57.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
454,female,group C,associate's degree,free/reduced,none,53,61,62,58.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
455,male,group C,bachelor's degree,free/reduced,none,37,56,47,46.666666666666664,Reprobado,Bajo,Malos,2,0,0,Regulares
456,female,group D,bachelor's degree,standard,none,79,89,89,85.66666666666667,Aprobado,Bajo,Regulares,2,1,0,Regulares
457,male,group D,associate's degree,free/reduced,none,53,54,48,51.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
458,female,group E,bachelor's degree,standard,none,100,100,100,100.0,Aprobado,Alto,Regulares,2,1,0,Regulares
459,male,group B,high school,standard,completed,72,65,68,68.33333333333333,Reprobado,Bajo,Buenos,0,1,1,Regulares
460,male,group C,bachelor's degree,free/reduced,none,53,58,55,55.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
461,male,group B,some college,free/reduced,none,54,54,45,51.0,Reprobado,Bajo,Malos,1,0,0,Regulares
462,female,group E,some college,standard,none,71,70,76,72.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
463,female,group C,some college,free/reduced,none,77,90,91,86.0,Aprobado,Bajo,Malos,1,0,0,Regulares
464,male,group A,bachelor's degree,standard,completed,75,58,62,65.0,Reprobado,Bajo,Buenos,2,1,1,Optimas
465,female,group C,some college,standard,none,84,87,91,87.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
466,female,group D,associate's degree,free/reduced,none,26,31,38,31.666666666666668,Reprobado,Bajo,Malos,1,0,0,Regulares
467,male,group A,high school,free/reduced,completed,72,67,65,68.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
468,female,group A,high school,free/reduced,completed,77,88,85,83.33333333333333,Aprobado,Bajo,Regulares,0,0,1,Regulares
469,male,group C,some college,standard,none,91,74,76,80.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
470,female,group C,associate's degree,standard,completed,83,85,90,86.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
471,female,group C,high school,standard,none,63,69,74,68.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
472,female,group C,associate's degree,standard,completed,68,86,84,79.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
473,female,group D,some high school,standard,none,59,67,61,62.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
474,female,group B,associate's degree,standard,completed,90,90,91,90.33333333333333,Aprobado,Alto,Buenos,1,1,1,Regulares
475,female,group D,bachelor's degree,standard,completed,71,76,83,76.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
476,male,group E,bachelor's degree,standard,completed,76,62,66,68.0,Reprobado,Bajo,Buenos,2,1,1,Optimas
477,male,group D,associate's degree,standard,none,80,68,72,73.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
478,female,group D,master's degree,standard,none,55,64,70,63.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
479,male,group E,associate's degree,standard,none,76,71,67,71.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
480,male,group B,high school,standard,completed,73,71,68,70.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
